,Location,Vehicle_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Company,Fuel_Consumption(kmpl),Engine(CC),Power(bhp),Price
2683,Hyderabad,3,26400,Petrol,Manual,First,5.0,MARUTI,23.1,998.0,67.04,4.99
2684,Pune,9,31900,Petrol,Manual,First,5.0,SKODA,13.4,1798.0,157.8,3.75
2685,Chennai,10,39000,Diesel,Manual,First,5.0,FORD,20.0,1399.0,68.0,2.5
2686,Hyderabad,4,45671,Diesel,Manual,First,5.0,HONDA,27.3,1498.0,98.6,7.2
2687,Ahmedabad,4,39500,Diesel,Automatic,First,5.0,MERCEDES-BENZ,15.0,2143.0,204.0,29.5
2688,Chennai,5,54000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,17.9,2143.0,136.0,17.55
2689,Chennai,8,20000,Diesel,Automatic,First,5.0,VOLVO,18.5,1985.0,163.0,12.0
2690,Bangalore,11,55000,Diesel,Automatic,First,5.0,AUDI,11.8,2967.0,246.7,13.5
2691,Kolkata,6,48000,Diesel,Automatic,First,5.0,HYUNDAI,22.32,1582.0,126.32,5.1
2692,Kolkata,9,70000,Diesel,Automatic,First,5.0,BMW,22.69,1995.0,190.0,10.3
2693,Delhi,6,62000,Diesel,Manual,First,5.0,HYUNDAI,22.32,1582.0,126.32,5.7
2694,Kochi,6,41994,Petrol,Manual,First,5.0,MARUTI,22.5,998.0,67.04,3.41
2695,Hyderabad,10,108882,Diesel,Manual,Second,5.0,FORD,20.0,1399.0,68.0,2.4
2696,Coimbatore,3,24806,Petrol,Manual,First,6.0,MAHINDRA,18.15,1198.0,82.0,5.6
2697,Pune,14,160000,Diesel,Manual,First,5.0,TATA,17.0,1405.0,70.0,1.0
2698,Hyderabad,3,30000,Diesel,Automatic,First,7.0,MAHINDRA,18.49,1493.0,100.0,8.2
2699,Bangalore,5,51000,Diesel,Automatic,First,5.0,AUDI,15.17,1968.0,181.0,27.5
2700,Jaipur,5,64876,Petrol,Manual,First,5.0,MARUTI,21.5,1197.0,81.8,3.5
2701,Kochi,4,70536,Clean_Fuel,Manual,First,5.0,MARUTI,31.79,998.0,58.33,4.58
2702,Coimbatore,3,25299,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,10.34
2703,Mumbai,14,89869,Diesel,Manual,First,8.0,MAHINDRA,12.7,2609.0,116.6,3.25
2704,Jaipur,13,103515,Diesel,Manual,Third,7.0,HYUNDAI,12.6,1991.0,112.0,5.0
2705,Hyderabad,12,68282,Petrol,Manual,First,5.0,HYUNDAI,17.92,1086.0,62.1,2.25
2706,Kochi,6,60033,Diesel,Automatic,First,4.0,PORSCHE,18.18,2967.0,250.0,51.52
2707,Kochi,2,51921,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,8.62
2708,Mumbai,3,18414,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,7.25
2709,Kochi,4,40866,Petrol,Manual,First,5.0,HONDA,19.5,1199.0,86.76,5.47
2710,Pune,6,55001,Diesel,Automatic,First,5.0,JAGUAR,16.36,2179.0,187.7,31.0
2711,Kochi,3,20469,Petrol,Automatic,First,4.0,MINI,16.82,1998.0,189.08,35.98
2712,Jaipur,3,8500,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,3.42
2713,Ahmedabad,12,45000,Diesel,Automatic,Second,5.0,AUDI,16.77,2967.0,241.38,11.5
2714,Pune,4,6000,Petrol,Manual,First,5.0,HYUNDAI,17.19,1197.0,81.86,7.25
2715,Chennai,2,11000,Diesel,Manual,First,5.0,MARUTI,28.4,1248.0,74.0,8.0
2716,Kochi,5,80064,Diesel,Manual,First,5.0,FORD,22.7,1498.0,89.84,7.33
2717,Kolkata,4,29930,Petrol,Manual,First,5.0,MARUTI,18.9,998.0,67.1,3.35
2718,Mumbai,7,49105,Diesel,Manual,First,5.0,VOLKSWAGEN,20.34,1498.0,103.2,4.4
2719,Kolkata,8,55000,Petrol,Manual,First,5.0,TOYOTA,17.6,1496.0,88.7,2.99
2720,Bangalore,5,23000,Petrol,Manual,First,5.0,HONDA,18.7,1199.0,88.7,5.6
2721,Coimbatore,4,54727,Diesel,Manual,First,5.0,VOLKSWAGEN,20.14,1498.0,88.73,6.63
2722,Kochi,2,31426,Diesel,Manual,First,5.0,VOLKSWAGEN,21.66,1498.0,108.62,7.9
2723,Kochi,5,53442,Petrol,Manual,First,5.0,HONDA,16.8,1497.0,116.3,7.0
2724,Hyderabad,6,28000,Petrol,Automatic,First,5.0,HONDA,16.5,1198.0,86.8,4.95
2725,Mumbai,3,13412,Petrol,Automatic,First,5.0,SKODA,14.3,1598.0,103.52,9.19
2726,Hyderabad,9,70000,Diesel,Manual,First,5.0,HYUNDAI,16.8,1493.0,110.0,5.1
2727,Jaipur,5,81310,Diesel,Manual,First,5.0,HYUNDAI,21.19,1396.0,88.76,5.9
2728,Kochi,1,13574,Petrol,Automatic,First,5.0,MARUTI,21.4,1197.0,83.1,9.51
2729,Mumbai,12,75000,Petrol,Manual,Second,5.0,HONDA,11.1,2354.0,158.8,3.9
2730,Coimbatore,6,58310,Petrol,Manual,Second,5.0,MARUTI,19.1,1197.0,85.8,5.39
2731,Pune,11,90000,Diesel,Manual,Second,5.0,MARUTI,19.3,1248.0,73.9,3.0
2732,Jaipur,8,83000,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,4.3
2733,Jaipur,3,37282,Petrol,Manual,First,5.0,MARUTI,20.85,1197.0,83.14,6.75
2734,Jaipur,3,23000,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,82.0,4.5
2735,Chennai,10,82000,Diesel,Manual,First,5.0,FORD,17.8,1399.0,68.0,2.75
2736,Chennai,4,31000,Diesel,Manual,First,5.0,HYUNDAI,23.9,1582.0,126.2,9.0
2737,Jaipur,15,200000,Petrol,Manual,First,0.0,MARUTI,12.0,0.0,0.0,0.7
2738,Delhi,6,45001,Diesel,Manual,Second,5.0,FORD,20.0,1399.0,68.05,2.55
2739,Coimbatore,6,50446,Diesel,Manual,First,5.0,TATA,21.12,1248.0,88.8,3.54
2740,Ahmedabad,11,89000,Petrol,Manual,First,5.0,HONDA,13.5,1799.0,130.0,4.25
2741,Ahmedabad,13,72000,Petrol,Manual,Second,5.0,MARUTI,19.7,796.0,46.3,1.2
2742,Ahmedabad,7,90000,Diesel,Automatic,First,5.0,BMW,22.48,1995.0,190.0,19.5
2743,Bangalore,5,76000,Diesel,Manual,Second,7.0,MAHINDRA,16.0,2179.0,140.0,12.0
2744,Hyderabad,8,78401,Diesel,Manual,First,5.0,MARUTI,23.2,1248.0,73.94,3.9
2745,Kochi,3,38426,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,9.13
2746,Pune,9,45000,Petrol,Manual,First,7.0,MARUTI,15.1,1196.0,73.0,2.25
2747,Mumbai,8,83000,Petrol,Manual,First,5.0,MARUTI,17.5,1197.0,85.8,3.25
2748,Coimbatore,3,50170,Diesel,Automatic,First,5.0,HYUNDAI,17.01,1582.0,126.2,14.79
2749,Mumbai,10,37822,Petrol,Manual,First,5.0,MARUTI,22.5,998.0,67.04,2.35
2750,Kolkata,5,33517,Diesel,Manual,First,5.0,MARUTI,27.62,793.0,47.0,3.1
2751,Delhi,6,110000,Diesel,Automatic,First,7.0,HYUNDAI,13.01,2199.0,194.3,12.9
2752,Kolkata,3,60000,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,2.5
2753,Delhi,7,92408,Petrol,Manual,First,5.0,HYUNDAI,18.5,1197.0,82.85,3.65
2754,Bangalore,6,45000,Petrol,Manual,First,5.0,HYUNDAI,17.1,1591.0,121.3,7.5
2755,Kochi,7,33793,Petrol,Manual,First,5.0,HONDA,18.4,1198.0,86.8,3.74
2756,Kochi,3,26327,Petrol,Manual,First,5.0,MARUTI,20.4,1197.0,81.8,5.86
2757,Coimbatore,2,20604,Diesel,Automatic,First,5.0,MERCEDES-BENZ,19.27,2143.0,167.62,39.62
2758,Coimbatore,2,61386,Diesel,Manual,First,5.0,MARUTI,25.2,1248.0,74.0,7.05
2759,Delhi,2,11500,Diesel,Automatic,First,5.0,MARUTI,28.4,1248.0,74.0,7.5
2760,Chennai,8,58000,Diesel,Manual,First,5.0,CHEVROLET,25.44,936.0,57.6,2.1
2761,Delhi,6,38000,Petrol,Automatic,First,5.0,SKODA,13.7,1798.0,157.75,11.6
2762,Bangalore,8,49000,Diesel,Automatic,Second,5.0,MERCEDES-BENZ,14.84,2143.0,167.62,19.25
2763,Coimbatore,3,72202,Diesel,Manual,First,8.0,TOYOTA,13.68,2393.0,147.8,17.92
2764,Kolkata,4,7000,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,3.6
2765,Ahmedabad,6,20000,Diesel,Manual,Second,5.0,HONDA,25.8,1498.0,98.6,4.5
2766,Hyderabad,3,14061,Diesel,Manual,First,5.0,HYUNDAI,21.9,1396.0,88.76,7.4
2767,Coimbatore,2,30706,Diesel,Automatic,First,5.0,MERCEDES-BENZ,11.57,2987.0,254.79,59.29
2768,Kolkata,9,51387,Diesel,Manual,First,7.0,MAHINDRA,12.05,2179.0,120.0,5.5
2769,Bangalore,14,44000,Petrol,Manual,Second,5.0,HYUNDAI,15.3,1341.0,83.0,1.75
2770,Mumbai,4,12208,Petrol,Manual,First,5.0,MARUTI,21.4,1197.0,83.1,6.75
2771,Chennai,9,55000,Diesel,Manual,First,5.0,CHEVROLET,16.52,1991.0,123.7,3.95
2772,Mumbai,9,61600,Petrol,Manual,First,5.0,HYUNDAI,17.1,1591.0,121.3,4.2
2773,Hyderabad,4,28414,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,8.4
2774,Mumbai,3,27853,Petrol,Automatic,First,5.0,VOLKSWAGEN,17.21,1197.0,103.5,8.25
2775,Bangalore,7,55116,Petrol,Manual,First,5.0,HONDA,19.4,1198.0,86.8,3.31
2776,Ahmedabad,3,26000,Diesel,Manual,First,5.0,MARUTI,26.59,1248.0,74.0,7.5
2777,Pune,8,45496,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,4.75
2778,Pune,7,76000,Diesel,Automatic,Second,7.0,MAHINDRA,11.18,2696.0,184.0,8.79
2779,Pune,6,136000,Petrol,Manual,First,5.0,SKODA,13.1,1798.0,157.75,9.5
2780,Pune,11,100000,Petrol,Manual,First,0.0,HYUNDAI,0.0,0.0,0.0,1.6
2781,Kolkata,10,38127,Petrol,Manual,First,5.0,MARUTI,19.7,796.0,46.3,1.55
2782,Jaipur,6,82450,Diesel,Manual,First,5.0,HYUNDAI,23.0,1396.0,90.0,5.85
2783,Coimbatore,6,62497,Petrol,Manual,First,5.0,FORD,15.8,1499.0,110.0,7.52
2784,Hyderabad,9,86732,Diesel,Manual,First,5.0,NISSAN,23.08,1461.0,63.1,3.6
2785,Kochi,4,27969,Petrol,Manual,First,5.0,HONDA,19.4,1198.0,86.8,4.73
2786,Delhi,7,66372,Diesel,Automatic,First,7.0,MAHINDRA,11.18,2696.0,184.0,10.5
2787,Coimbatore,7,73525,Diesel,Automatic,First,5.0,BMW,16.46,2993.0,258.0,34.54
2788,Kochi,2,20689,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,81.86,6.07
2789,Coimbatore,2,25093,Petrol,Manual,First,5.0,MARUTI,21.4,1197.0,83.1,7.76
2790,Coimbatore,4,49176,Diesel,Manual,First,8.0,MAHINDRA,11.68,2498.0,112.0,7.46
2791,Delhi,8,87510,Diesel,Manual,First,5.0,RENAULT,21.8,1461.0,78.0,3.49
2792,Coimbatore,8,38214,Petrol,Manual,Second,5.0,HYUNDAI,18.5,1197.0,80.0,4.05
2793,Kochi,7,48986,Diesel,Manual,First,6.0,MITSUBISHI,10.5,2835.0,107.2,11.88
2794,Pune,9,88000,Petrol,Automatic,First,5.0,TOYOTA,14.53,1794.0,138.1,6.45
2795,Pune,5,69002,Diesel,Automatic,First,5.0,BMW,15.97,2993.0,258.0,50.0
2796,Pune,9,43706,Petrol,Automatic,First,5.0,BMW,10.9,2497.0,215.0,9.0
2797,Coimbatore,4,58671,Diesel,Automatic,First,5.0,HYUNDAI,17.01,1582.0,126.2,14.25
2798,Coimbatore,3,49404,Diesel,Manual,First,7.0,MAHINDRA,18.49,1493.0,100.0,7.36
2799,Delhi,10,72000,Diesel,Manual,First,8.0,MAHINDRA,12.05,2179.0,120.0,4.4
2800,Mumbai,4,24000,Petrol,Manual,First,5.0,RENAULT,25.17,799.0,53.3,3.1
2801,Coimbatore,3,53285,Petrol,Automatic,First,5.0,RENAULT,22.5,999.0,67.0,4.28
2802,Pune,3,12000,Petrol,Manual,First,5.0,MARUTI,16.1,1197.0,85.0,5.5
2803,Kolkata,8,45000,Diesel,Automatic,First,5.0,SKODA,17.0,1896.0,105.0,6.99
2804,Coimbatore,2,26234,Petrol,Manual,First,5.0,MARUTI,24.7,796.0,47.3,4.29
2805,Delhi,6,55000,Petrol,Manual,First,5.0,MARUTI,18.6,1197.0,85.8,4.2
2806,Pune,8,90000,Diesel,Manual,First,5.0,HYUNDAI,23.0,1396.0,90.0,4.11
2807,Mumbai,5,48000,Diesel,Automatic,First,5.0,AUDI,15.73,1968.0,174.33,18.75
2808,Mumbai,3,19863,Diesel,Automatic,First,5.0,MERCEDES-BENZ,11.57,2987.0,254.79,64.95
2809,Mumbai,10,55000,Petrol,Manual,Second,5.0,HYUNDAI,19.81,1086.0,68.05,1.59
2810,Kolkata,4,4800,Petrol,Manual,First,5.0,MARUTI,20.51,998.0,67.04,3.6
2811,Kochi,3,38607,Petrol,Manual,Second,5.0,HONDA,17.8,1497.0,117.3,7.87
2812,Mumbai,2,3958,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,81.86,5.55
2813,Jaipur,6,74000,Diesel,Manual,Second,5.0,HONDA,25.1,1498.0,98.6,6.4
2814,Mumbai,11,54540,Petrol,Manual,Third,5.0,MARUTI,17.5,1298.0,85.8,2.65
2815,Delhi,5,58400,Petrol,Manual,First,5.0,MARUTI,17.5,1298.0,85.8,5.5
2816,Kochi,7,73648,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,7.31
2817,Jaipur,4,83000,Diesel,Manual,First,5.0,MARUTI,28.09,1248.0,88.5,7.1
2818,Kochi,4,16159,Diesel,Manual,First,5.0,HYUNDAI,22.32,1582.0,126.32,7.83
2819,Mumbai,15,150000,Diesel,Manual,First,5.0,HYUNDAI,13.1,1493.0,82.0,0.85
2820,Mumbai,6,22100,Petrol,Manual,First,5.0,HONDA,19.4,1198.0,86.8,3.55
2821,Coimbatore,3,35043,Petrol,Manual,First,5.0,HYUNDAI,17.19,1197.0,81.86,8.19
2822,Pune,2,24000,Diesel,Automatic,First,5.0,BMW,18.88,1995.0,184.0,28.0
2824,Chennai,9,70000,Petrol,Manual,Second,5.0,VOLKSWAGEN,15.26,1598.0,103.5,3.29
2825,Pune,5,13769,Petrol,Manual,Second,5.0,MARUTI,16.1,1197.0,85.0,4.41
2826,Kolkata,7,58000,Diesel,Manual,First,5.0,RENAULT,19.01,1461.0,108.45,4.99
2827,Hyderabad,11,58000,Diesel,Automatic,First,5.0,BMW,18.56,1995.0,190.0,17.98
2828,Coimbatore,2,18705,Diesel,Manual,First,5.0,FIAT,20.5,1248.0,91.72,7.71
2829,Delhi,7,32378,Petrol,Manual,First,5.0,MARUTI,20.51,998.0,67.04,2.8
2830,Kolkata,7,45000,Diesel,Manual,First,5.0,CHEVROLET,22.1,1248.0,76.9,3.0
2831,Coimbatore,5,36836,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,12.49
2832,Kochi,4,54199,Diesel,Manual,First,5.0,TATA,23.0,1248.0,88.8,5.0
2833,Kochi,3,36935,Diesel,Automatic,First,5.0,BMW,18.56,1995.0,190.0,32.64
2834,Chennai,5,23000,Diesel,Manual,First,5.0,MARUTI,25.2,1248.0,74.0,6.5
2835,Bangalore,5,14000,Diesel,Automatic,First,5.0,BMW,18.12,1995.0,190.0,35.0
2836,Chennai,5,100073,Diesel,Manual,Second,5.0,TATA,25.0,1396.0,69.01,2.0
2837,Kochi,5,59182,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,9.46
2838,Kochi,4,72132,Diesel,Automatic,Second,7.0,AUDI,12.07,2967.0,241.4,39.0
2839,Hyderabad,11,79000,Diesel,Automatic,First,5.0,BMW,18.48,1995.0,177.0,15.0
2840,Coimbatore,7,66930,Petrol,Manual,First,5.0,HYUNDAI,17.1,1591.0,121.3,6.15
2841,Pune,5,100000,Diesel,Automatic,Second,7.0,HYUNDAI,13.01,2199.0,194.3,14.5
2842,Bangalore,8,43000,Petrol,Manual,First,0.0,HYUNDAI,0.0,0.0,0.0,3.25
2843,Kochi,2,27413,Petrol,Automatic,First,5.0,MARUTI,20.51,998.0,67.0,5.18
2844,Pune,13,90000,Petrol,Manual,Second,5.0,MARUTI,17.3,1061.0,64.0,1.24
2845,Kolkata,7,40300,Petrol,Manual,First,5.0,HYUNDAI,18.5,1197.0,82.85,2.8
2846,Kochi,9,73783,Petrol,Automatic,Second,5.0,SKODA,13.7,1798.0,157.75,5.23
2847,Pune,15,86000,Petrol,Manual,Second,5.0,HYUNDAI,15.3,1341.0,83.0,0.45
2848,Delhi,6,65694,Petrol,Manual,First,5.0,MARUTI,18.9,998.0,67.1,3.25
2849,Kolkata,5,23000,Petrol,Manual,First,5.0,MARUTI,16.8,796.0,34.2,1.5
2850,Mumbai,8,51000,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,2.85
2851,Kochi,2,18335,Petrol,Manual,First,5.0,RENAULT,21.7,999.0,67.0,4.5
2852,Bangalore,6,36000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,15.0,2147.0,107.3,16.25
2853,Mumbai,3,25000,Petrol,Automatic,First,5.0,VOLKSWAGEN,17.21,1197.0,103.5,7.75
2854,Bangalore,13,81000,Diesel,Manual,Third,8.0,MAHINDRA,12.05,2179.0,120.0,4.35
2855,Kochi,1,21719,Diesel,Automatic,First,7.0,TOYOTA,12.9,2755.0,174.5,33.13
2856,Coimbatore,7,75421,Diesel,Manual,First,5.0,CHEVROLET,25.44,936.0,56.3,3.63
2857,Delhi,10,80000,Diesel,Manual,First,8.0,TOYOTA,12.8,2494.0,102.0,4.75
2858,Kochi,2,10671,Petrol,Manual,First,5.0,MARUTI,20.85,1197.0,83.14,6.51
2859,Hyderabad,2,4126,Petrol,Manual,First,5.0,RENAULT,21.7,999.0,67.0,4.8
2860,Hyderabad,3,98500,Diesel,Manual,First,5.0,TATA,22.95,1248.0,74.0,6.0
2861,Coimbatore,4,61578,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,82.0,6.4
2862,Ahmedabad,6,54000,Diesel,Manual,First,5.0,VOLKSWAGEN,20.34,1498.0,103.2,4.9
2863,Coimbatore,7,70998,Diesel,Automatic,First,5.0,AUDI,17.68,1968.0,174.33,20.57
2864,Kolkata,5,40082,Diesel,Manual,First,5.0,MARUTI,19.3,1248.0,73.9,4.76
2865,Kochi,8,50619,Petrol,Manual,First,5.0,CHEVROLET,18.0,995.0,62.0,2.0
2866,Coimbatore,11,103905,Diesel,Automatic,First,5.0,BMW,22.69,1995.0,190.0,9.92
2867,Kochi,2,15334,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,3.69
2868,Hyderabad,7,69000,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,5.75
2869,Hyderabad,6,75160,Diesel,Manual,First,5.0,VOLKSWAGEN,20.14,1498.0,88.5,5.7
2870,Coimbatore,6,44753,Petrol,Manual,First,5.0,HONDA,18.0,1198.0,86.7,4.94
2871,Kochi,8,53024,Petrol,Automatic,First,5.0,VOLKSWAGEN,14.4,1598.0,103.6,4.29
2872,Kolkata,6,23840,Petrol,Manual,First,5.0,MARUTI,20.51,998.0,67.04,3.0
2873,Hyderabad,6,81298,Diesel,Manual,First,5.0,VOLKSWAGEN,20.14,1498.0,88.8,6.5
2874,Jaipur,5,59000,Petrol,Manual,Second,5.0,VOLKSWAGEN,16.47,1198.0,73.9,4.9
2875,Kochi,4,51806,Diesel,Manual,First,5.0,HONDA,25.8,1498.0,98.6,5.4
2876,Delhi,6,56000,Diesel,Automatic,First,5.0,AUDI,18.53,1968.0,187.74,24.0
2877,Kochi,1,29279,Diesel,Manual,First,5.0,TATA,24.7,1047.0,69.0,7.46
2878,Kochi,3,33550,Diesel,Automatic,First,5.0,VOLKSWAGEN,21.5,1498.0,108.5,9.6
2879,Hyderabad,6,62000,Diesel,Automatic,First,5.0,AUDI,18.53,1968.0,187.74,25.0
2880,Hyderabad,6,66000,Diesel,Manual,First,5.0,NISSAN,19.01,1461.0,108.5,6.8
2881,Coimbatore,4,46630,Diesel,Automatic,First,5.0,SKODA,21.66,1498.0,103.52,8.59
2882,Hyderabad,4,72566,Diesel,Manual,First,5.0,FORD,25.83,1498.0,99.0,5.29
2883,Pune,9,51482,Diesel,Manual,First,8.0,TATA,15.42,1405.0,70.0,2.5
2884,Chennai,9,90000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,14.84,2143.0,167.62,13.9
2885,Jaipur,6,69000,Diesel,Manual,Second,7.0,TOYOTA,13.0,2982.0,168.5,20.0
2886,Delhi,9,90000,Petrol,Manual,Second,5.0,HONDA,17.0,1497.0,118.0,3.4
2887,Mumbai,5,39000,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,5.5
2888,Hyderabad,8,110000,Diesel,Manual,Second,5.0,VOLKSWAGEN,20.54,1598.0,103.6,3.65
2889,Kochi,9,68022,Diesel,Manual,First,7.0,FORD,13.1,2499.0,141.0,5.86
2890,Coimbatore,2,27852,Petrol,Automatic,First,5.0,FORD,14.8,1497.0,121.36,10.44
2891,Bangalore,7,58291,Diesel,Manual,First,5.0,MARUTI,17.8,1248.0,0.0,5.0
2892,Coimbatore,9,68439,Diesel,Manual,First,5.0,HYUNDAI,23.0,1396.0,90.0,3.37
2893,Delhi,9,150000,Diesel,Manual,First,8.0,TOYOTA,12.99,2494.0,100.6,6.95
2894,Mumbai,2,14000,Diesel,Manual,First,5.0,TATA,21.5,1497.0,108.5,9.9
2895,Hyderabad,8,71558,Diesel,Manual,First,5.0,FORD,20.0,1399.0,68.05,3.3
2896,Delhi,7,48000,Diesel,Automatic,Second,4.0,PORSCHE,17.85,2967.0,300.0,50.5
2897,Jaipur,5,65800,Diesel,Automatic,First,5.0,HYUNDAI,17.01,1582.0,126.2,12.5
2898,Hyderabad,6,53000,Diesel,Automatic,First,5.0,AUDI,16.55,1968.0,140.0,20.5
2899,Kolkata,3,14600,Diesel,Manual,First,7.0,MAHINDRA,16.0,2179.0,140.0,14.5
2900,Jaipur,3,34429,Diesel,Automatic,First,7.0,OTHERS,13.8,2999.0,174.57,20.0
2901,Delhi,6,52000,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,5.25
2902,Kolkata,5,25470,Petrol,Manual,First,5.0,MARUTI,20.73,1373.0,91.1,5.9
2903,Pune,7,22000,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,2.6
2904,Chennai,13,75000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,11.0,2987.0,198.5,11.0
2905,Pune,9,95995,Diesel,Automatic,First,5.0,BMW,18.48,1995.0,177.0,15.5
2906,Jaipur,3,26877,Diesel,Manual,First,5.0,HYUNDAI,24.0,1186.0,73.97,5.75
2907,Hyderabad,5,26000,Diesel,Automatic,First,5.0,JAGUAR,14.47,2993.0,301.73,75.0
2908,Chennai,13,140000,Diesel,Manual,Second,5.0,MARUTI,17.8,1248.0,75.0,2.0
2909,Hyderabad,12,95291,Petrol,Manual,First,5.0,HYUNDAI,17.92,1086.0,62.1,2.3
2910,Hyderabad,11,135000,Diesel,Manual,Second,8.0,TOYOTA,12.8,2494.0,102.0,8.2
2911,Kolkata,5,32000,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,4.8
2912,Mumbai,12,68333,Diesel,Automatic,Second,5.0,MERCEDES-BENZ,11.0,2987.0,198.5,8.5
2913,Chennai,9,72000,Diesel,Manual,First,5.0,FORD,20.0,1399.0,68.0,2.9
2914,Ahmedabad,8,52100,Diesel,Manual,First,5.0,TOYOTA,21.43,1364.0,86.79,6.5
2915,Jaipur,2,10000,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,81.86,5.85
2916,Coimbatore,1,6261,Diesel,Manual,First,5.0,JEEP,16.3,1956.0,170.0,23.91
2917,Coimbatore,1,3906,Petrol,Automatic,First,5.0,MARUTI,20.89,1197.0,81.8,7.36
2918,Pune,6,55960,Diesel,Manual,First,7.0,TOYOTA,11.5,2982.0,171.0,17.25
2919,Jaipur,7,144000,Diesel,Manual,First,5.0,VOLKSWAGEN,20.54,1598.0,103.6,7.0
2920,Mumbai,3,38000,Diesel,Manual,First,7.0,TOYOTA,13.68,2393.0,147.8,17.65
2921,Jaipur,7,51000,Diesel,Manual,First,5.0,FORD,20.0,1399.0,68.1,2.5
2922,Hyderabad,5,150000,Diesel,Manual,First,5.0,TOYOTA,23.59,1364.0,67.05,6.0
2923,Mumbai,2,2500,Diesel,Manual,First,7.0,MAHINDRA,18.06,2523.0,63.0,8.25
2924,Kochi,2,41661,Diesel,Automatic,First,5.0,LAND,12.7,2179.0,187.7,44.83
2925,Delhi,9,64000,Diesel,Automatic,First,5.0,BMW,16.07,1995.0,181.0,10.5
2926,Bangalore,12,80000,Petrol,Manual,Second,5.0,HYUNDAI,13.2,1495.0,94.0,1.9
2927,Jaipur,4,30000,Petrol,Automatic,Second,5.0,MARUTI,23.1,998.0,67.04,4.25
2928,Chennai,6,43000,Diesel,Automatic,Second,5.0,JAGUAR,16.36,2179.0,187.7,26.5
2929,Bangalore,7,90000,Diesel,Automatic,Second,5.0,AUDI,12.4,2698.0,179.5,22.5
2930,Hyderabad,9,123880,Diesel,Manual,First,5.0,NISSAN,23.08,1461.0,63.1,3.3
2931,Jaipur,5,42000,Petrol,Manual,Second,5.0,HONDA,18.0,1198.0,86.7,4.3
2932,Chennai,8,79824,Diesel,Manual,First,5.0,RENAULT,19.87,1461.0,83.8,5.25
2933,Jaipur,5,75000,Diesel,Manual,First,8.0,TOYOTA,12.99,2494.0,100.6,11.75
2934,Ahmedabad,6,72411,Petrol,Manual,First,5.0,HONDA,18.0,1198.0,86.7,4.25
2935,Delhi,8,63000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,14.94,2143.0,204.0,14.22
2936,Chennai,5,53713,Petrol,Manual,First,5.0,TOYOTA,17.71,1197.0,78.9,4.2
2937,Delhi,3,18000,Diesel,Automatic,First,8.0,TOYOTA,11.36,2755.0,171.5,18.25
2938,Bangalore,7,51000,Diesel,Manual,First,5.0,MERCEDES-BENZ,15.8,2148.0,170.0,18.5
2939,Chennai,12,86700,Petrol,Manual,Second,5.0,MARUTI,16.1,1298.0,88.2,2.4
2940,Kolkata,4,29000,Diesel,Manual,First,5.0,MARUTI,27.39,1248.0,74.0,6.5
2941,Hyderabad,6,56000,Clean_Fuel,Manual,First,5.0,HYUNDAI,13.45,1086.0,62.1,3.2
2942,Mumbai,5,33000,Petrol,Automatic,First,5.0,MARUTI,23.1,998.0,67.04,3.99
2943,Kochi,6,64394,Diesel,Manual,First,5.0,FORD,22.7,1498.0,89.84,5.45
2944,Hyderabad,10,76000,Diesel,Manual,First,5.0,TATA,18.8,1248.0,90.0,2.7
2945,Mumbai,4,48719,Diesel,Manual,First,5.0,HONDA,27.3,1498.0,98.6,6.25
2946,Coimbatore,4,59711,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,13.28
